%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1747640560801537772,24,1747640560785633369,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640561057040135,25,1747640561040633369,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640561301345776,26,1747640561285633369,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640561557718946,27,1747640561540633369,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640562064370077,28,1747640562045633369,,-1,1,78.03333282470703,35.8869743347168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640562076290949,29,1747640562059633369,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640562331896592,30,1747640562313633369,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640563060846907,31,1747640563044001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640563315449567,32,1747640563299001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640563800982546,33,1747640563784001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640564056972897,34,1747640564039001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640564310908838,35,1747640564293001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640564557399665,36,1747640564539001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640564804222574,37,1747640564785001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640565059261450,38,1747640565040001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640565304424994,39,1747640565285001022,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640565801363862,40,1747640565785112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640565813626783,41,1747640565799112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640566563666925,42,1747640566546112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640566810019598,43,1747640566791112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640567064108831,44,1747640567046112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640567307752093,45,1747640567291112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640567563787645,46,1747640567545112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640567810154204,47,1747640567791112281,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640568066827657,48,1747640568050002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640568321427831,49,1747640568305002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640568566518198,50,1747640568550002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640568812237510,51,1747640568795002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640569067762354,52,1747640569049002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640569312450736,53,1747640569295002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640569559358964,54,1747640569540002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640569813372630,55,1747640569794002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640570319484571,56,1747640570300002246,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640570557512857,57,1747640570540569435,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640570821343264,58,1747640570805569435,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640571067767277,59,1747640571050569435,,2,1,35.8869743347168,128.61151123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640571310618850,60,1747640571295569435,,2,1,35.8869743347168,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640571559283190,61,1747640571540569435,,2,1,35.8869743347168,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640571803140587,62,1747640571785569435,,2,1,35.8869743347168,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640572319960685,63,1747640572300569435,,2,1,35.8869743347168,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640572330970788,64,1747640572314569435,,2,1,35.8869743347168,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640572559692453,65,1747640572540569435,,2,1,35.88697814941406,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640573066606915,66,1747640573050330768,,2,1,35.8869743347168,128.6114959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640573312510402,67,1747640573295330768,,2,1,35.88697814941406,128.61148071289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640573559490095,68,1747640573540330768,,2,1,35.88697814941406,128.61148071289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640573816068905,69,1747640573795330768,,2,1,35.88697814941406,128.61148071289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640574071961882,70,1747640574050330768,,2,1,35.88697814941406,128.61148071289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640574318049859,71,1747640574295330768,,2,1,35.88697814941406,128.61148071289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640574574247450,72,1747640574549330768,,2,1,35.88697814941406,128.61146545410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640574821497710,73,1747640574795330768,,2,1,35.88697814941406,128.61146545410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640575077939129,74,1747640575050330768,,2,1,35.8869743347168,128.61146545410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640575322568593,75,1747640575295330768,,2,1,35.88697814941406,128.61146545410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640575571010959,76,1747640575554466606,,2,1,35.88697814941406,128.61146545410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640575816753558,77,1747640575799466606,,2,1,35.88697814941406,128.6114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640576082611819,78,1747640576064466606,,2,1,35.88697814941406,128.6114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640576319084998,79,1747640576299466606,,2,1,35.8869743347168,128.6114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640576576063550,80,1747640576553466606,,2,1,35.88697814941406,128.6114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640576832433517,81,1747640576809466606,,2,1,35.88697814941406,128.6114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640577079511897,82,1747640577054466606,,2,1,35.88697814941406,128.6114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640577334622946,83,1747640577308466606,,2,1,35.88697814941406,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640577581322065,84,1747640577554466606,,2,1,35.8869743347168,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640577826730285,85,1747640577799466606,,2,1,35.88697814941406,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640578075040223,86,1747640578058600059,,1,1,35.88697814941406,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640578339736734,87,1747640578323600059,,1,1,35.88697814941406,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640578577536208,88,1747640578558600059,,2,1,35.8869743347168,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640578833581924,89,1747640578812600059,,2,1,35.8869743347168,128.61143493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640579089152653,90,1747640579068600059,,2,1,35.88697814941406,128.61141967773438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640579336143465,91,1747640579313600059,,2,1,35.88697814941406,128.61141967773438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640579842028808,92,1747640579818600059,,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640580087456757,93,1747640580062600059,,2,1,35.8869743347168,128.61141967773438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640580344078874,94,1747640580317600059,,2,1,35.88697814941406,128.6114044189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640580590623333,95,1747640580573913612,,2,1,35.88697814941406,128.6114044189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640580837964434,96,1747640580818913612,,2,1,35.8869743347168,128.6114044189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640581094518402,97,1747640581074913612,,2,1,35.8869743347168,128.6114044189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640581349329168,98,1747640581329913612,,2,1,35.88697814941406,128.6114044189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640581847859669,99,1747640581824913612,,2,1,35.88697814941406,128.61138916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640582094321189,100,1747640582070913612,,2,1,35.88697814941406,128.61138916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640582350192025,101,1747640582325913612,,-1,1,355.04998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640582596433104,102,1747640582570913612,,2,1,35.88697814941406,128.61138916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640583095407709,103,1747640583078564506,,2,1,35.88697814941406,128.61138916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640583107975258,104,1747640583092564506,,2,1,35.88697814941406,128.61138916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640583596730497,105,1747640583577564506,,2,1,35.88697814941406,128.6113739013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640584102633331,106,1747640584082564506,,2,1,35.88697814941406,128.6113739013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640584348424561,107,1747640584327564506,,2,1,35.88697814941406,128.6113739013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640584846193692,108,1747640584822564506,,2,1,35.88697814941406,128.61135864257812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640585102022515,109,1747640585077564506,,2,1,35.88697814941406,128.61135864257812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640585348548077,110,1747640585322564506,,2,1,35.88697814941406,128.61135864257812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640585605383215,111,1747640585578564506,,2,1,35.88697814941406,128.61135864257812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640585861362535,112,1747640585843969726,,2,1,35.88697814941406,128.61135864257812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640586368959352,113,1747640586349969726,,2,1,35.88697814941406,128.61134338378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640586615161323,114,1747640586594969726,,2,1,35.88697814941406,128.61134338378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640586870204271,115,1747640586848969726,,2,1,35.88697814941406,128.61134338378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640587106920495,116,1747640587084969726,,2,1,35.88697814941406,128.61134338378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640587373188106,117,1747640587349969726,,2,1,35.88697814941406,128.61134338378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640587618601950,118,1747640587593969726,,2,1,35.88697814941406,128.61134338378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640587864545670,119,1747640587839969726,,2,1,35.88697814941406,128.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640588121485204,120,1747640588106083723,,2,1,35.88697814941406,128.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640588367963793,121,1747640588351083723,,2,1,35.88697814941406,128.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640588614600226,122,1747640588597083723,,2,1,35.88697814941406,128.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640588870754545,123,1747640588851083723,,2,1,35.88697814941406,128.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640589117258922,124,1747640589097083723,,2,1,35.88697814941406,128.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640589383789181,125,1747640589362083723,,2,1,35.88697814941406,128.61131286621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640589618935054,126,1747640589597083723,,2,1,35.88697814941406,128.61131286621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640589865207985,127,1747640589841083723,,1,1,35.88697814941406,128.61131286621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640590612760880,128,1747640590587083723,,2,1,35.88697814941406,128.61131286621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640591130990623,129,1747640591114856792,,1,1,35.88697814941406,128.61129760742188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640591377037271,130,1747640591359856792,,1,1,35.88697814941406,128.61129760742188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640591895831688,131,1747640591876856792,,-1,1,35.88697814941406,128.0500030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640592141509434,132,1747640592120856792,,2,1,35.88697814941406,128.6112823486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640592386401620,133,1747640592365856792,,2,1,35.88697814941406,128.6112823486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640592633029482,134,1747640592610856792,,1,1,35.88697814941406,128.6112823486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640592878135601,135,1747640592855856792,,2,1,35.88697814941406,128.6112823486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640593380616033,136,1747640593360253149,,1,1,35.88697814941406,128.6112823486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640593624648858,137,1747640593605253149,,1,1,35.88697814941406,128.61126708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640594130635311,138,1747640594110253149,,2,1,35.88697814941406,128.61126708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640594376503974,139,1747640594355253149,,2,1,35.88697814941406,128.61126708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640594622510750,140,1747640594600253149,,2,1,35.88697814941406,128.61126708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640595390060955,141,1747640595365253149,,2,1,35.88697814941406,128.6112518310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640595636289219,142,1747640595610253149,,2,1,35.88697814941406,128.6112518310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640596144046178,143,1747640596125933938,,-1,1,355.04998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640596629402189,144,1747640596609933938,,2,1,35.88698196411133,128.61123657226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640596885276534,145,1747640596863933938,,2,1,35.88698196411133,128.61123657226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640597392260176,146,1747640597368933938,,2,1,35.88698196411133,128.61123657226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640597640186719,147,1747640597615933938,,2,1,35.88698196411133,128.61122131347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640598136887408,148,1747640598110933938,,2,1,35.88698196411133,128.61122131347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640598877932772,149,1747640598858750347,,2,1,35.88698196411133,128.61122131347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640599143950717,150,1747640599123750347,,2,1,35.88698196411133,128.6112060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640599389857218,151,1747640599368750347,,2,1,35.88698196411133,128.6112060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640599635135116,152,1747640599613750347,,2,1,35.88698196411133,128.6112060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640599891341795,153,1747640599867750347,,2,1,35.88698196411133,128.6112060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640600398423445,154,1747640600373750347,,2,1,35.88698196411133,128.61119079589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640600643427247,155,1747640600617750347,,2,1,35.88698196411133,128.61119079589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640600901391323,156,1747640600883341274,,2,1,35.88698196411133,128.61119079589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640601166383116,157,1747640601148341274,,-1,1,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640601421621537,158,1747640601402341274,,1,1,35.88698196411133,128.61119079589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640601648080908,159,1747640601628341274,,1,1,35.88698196411133,128.61117553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640601903342049,160,1747640601883341274,,1,1,35.88698196411133,128.61117553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640602149003623,161,1747640602128341274,,2,1,35.88698196411133,128.61117553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640602394960554,162,1747640602373341274,,2,1,35.88698196411133,128.61117553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640602651218264,163,1747640602627341274,,2,1,35.88698196411133,128.61117553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640602896900684,164,1747640602873341274,,2,1,35.88698196411133,128.6111602783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640603384745231,165,1747640603367214447,,2,1,35.88698196411133,128.6111602783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640603396291296,166,1747640603381214447,,2,1,35.886985778808594,128.6111602783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640603644312103,167,1747640603626214447,,2,1,35.88698196411133,128.6111602783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640603891254246,168,1747640603872214447,,2,1,35.88698196411133,128.6111602783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747640604397184642,169,1747640604377214447,,2,1,35.886985778808594,128.61114501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
